,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,Can be used to estimate how strong lake erie is releasing toxins in that given day,,,,
41,-83.125,2018,363,0.1710893248,0.000001545049936,,,,
41,-82.5,2018,363,0.1958363063,0.000001990582551,,,,
41.5,-83.75,2018,363,0.1079055178,0.0000006359216823,,,,
41.5,-83.125,2018,363,0.1732023588,0.000001602102917,,,,
41.5,-82.5,2018,363,0.3241763488,0.000005415048127,,,,
42,-83.75,2018,363,0.09276226947,0.0000004847088479,,,,
42,-83.125,2018,363,0.1372667239,0.000001051720295,,,,
42,-82.5,2018,363,0.268432943,0.000003883834923,,,,
42.5,-83.75,2018,363,0.08604691342,0.0000004624527016,,,,
42.5,-83.125,2018,363,0.08288644295,0.0000004249994682,,,,
42.5,-82.5,2018,363,0.118215353,0.0000008461802181,,,,
41,-83.75,2018,364,0.1906205774,0.00000195262447,,,,
41,-83.125,2018,364,0.1954805589,0.000001956336896,,,,
41,-82.5,2018,364,0.212733839,0.000002247281991,,,,
41.5,-83.75,2018,364,0.2375334939,0.000003225390588,,,,
41.5,-83.125,2018,364,0.307041531,0.000005026477489,,,,
41.5,-82.5,2018,364,0.5133925673,0.00001284310977,,,,
42,-83.75,2018,364,0.26195895,0.000004033869863,,,,
42,-83.125,2018,364,0.3596715925,0.000007075142331,,,,
42,-82.5,2018,364,0.6303326896,0.00001973810872,,,,
42.5,-83.75,2018,364,0.2666636356,0.000004336114602,,,,
42.5,-83.125,2018,364,0.269371874,0.000004234024036,,,,
42.5,-82.5,2018,364,0.2805443163,0.000004320063363,,,,
41,-83.75,2018,365,3.119787241,0.0002414727865,,,,
41,-83.125,2018,365,3.699774475,0.0003315034582,,,,
41,-82.5,2018,365,2.541523842,0.0001643328904,,,,
41.5,-83.75,2018,365,1.074133929,0.0000330762876,,,,
41.5,-83.125,2018,365,2.025218932,0.0001124848014,,,,
41.5,-82.5,2018,365,2.363767484,0.000157009809,,,,
42,-83.75,2018,365,0.5371178255,0.000009714032648,,,,
42,-83.125,2018,365,0.8472691253,0.00002328240785,,,,
42,-82.5,2018,365,1.322768897,0.00005303317502,,,,
42.5,-83.75,2018,365,0.3587006744,0.000004870680594,,,,
42.5,-83.125,2018,365,0.4524657478,0.00000720939366,,,,
42.5,-82.5,2018,365,0.5967450428,0.00001158939707,,,,
41,-83.75,2019,1,0.4936259599,0.000004422103661,,2019 MC CNT ,,
41,-83.125,2019,1,0.5204698165,0.000004738006347,,1.629,,
41,-82.5,2019,1,0.9887479514,0.00001640567909,,,,
41.5,-83.75,2019,1,0.3568508165,0.000002489098986,,,,
41.5,-83.125,2019,1,0.5239294705,0.000005121940754,,,,
41.5,-82.5,2019,1,1.413139373,0.00003535131834,,,,
42,-83.75,2019,1,0.339145047,0.000002490711385,,,,
42,-83.125,2019,1,0.5704686655,0.000006797751852,,,,
42,-82.5,2019,1,1.595974895,0.00004942129822,,,,
42.5,-83.75,2019,1,0.4118977237,0.000004186743699,,,,
42.5,-83.125,2019,1,0.5509881878,0.000007270777489,,,,
42.5,-82.5,2019,1,1.134758161,0.00002838728987,,,,
41,-83.75,2019,2,0.3531165506,0.000002463051806,,,,
41,-83.125,2019,2,0.3773229929,0.000002771093615,,,,
41,-82.5,2019,2,0.2790968145,0.000001486017605,,,,
41.5,-83.75,2019,2,0.316032795,0.000002110443108,,,,
41.5,-83.125,2019,2,0.3756419632,0.000002878121259,,,,
41.5,-82.5,2019,2,0.3963990534,0.000003088608774,,,,
42,-83.75,2019,2,0.3506835833,0.000002755370144,,,,
42,-83.125,2019,2,0.3913558294,0.000003394417393,,,,
42,-82.5,2019,2,0.4378662572,0.000004082575284,,,,
42.5,-83.75,2019,2,0.3472706147,0.000002963415262,,,,
42.5,-83.125,2019,2,0.2988164987,0.000002175882822,,,,
42.5,-82.5,2019,2,0.2518354763,0.000001511312486,,,,
41,-83.75,2019,3,0.5163747185,0.000006524958015,,,,
41,-83.125,2019,3,0.4722077091,0.000005421463561,,,,
41,-82.5,2019,3,0.52699368,0.000006659140181,,,,
41.5,-83.75,2019,3,0.7786553002,0.00001483345923,,,,
41.5,-83.125,2019,3,1.054727147,0.00002654257382,,,,
41.5,-82.5,2019,3,1.610897705,0.00005875637996,,,,
42,-83.75,2019,3,1.095990684,0.00002908372243,,,,
42,-83.125,2019,3,1.500566736,0.00005243411092,,,,
42,-82.5,2019,3,2.364844124,0.0001240716777,,,,
42.5,-83.75,2019,3,1.221591641,0.00003698886943,,,,
42.5,-83.125,2019,3,1.426936752,0.0000493252567,,,,
42.5,-82.5,2019,3,1.457843653,0.00005039362277,,,,
41,-83.75,2019,4,0.2608453171,0.000001362989865,,,,
41,-83.125,2019,4,0.3396593983,0.000002228698821,,,,
41,-82.5,2019,4,0.4068721684,0.000003223649534,,,,
41.5,-83.75,2019,4,0.4612401208,0.000004232524568,,,,
41.5,-83.125,2019,4,0.5613346773,0.000006113575103,,,,
41.5,-82.5,2019,4,0.8118606017,0.00001216193891,,,,
42,-83.75,2019,4,0.5807265308,0.000006518983667,,,,
42,-83.125,2019,4,0.7469704985,0.00001058269148,,,,
42,-82.5,2019,4,1.178451177,0.00002516296039,,,,
42.5,-83.75,2019,4,0.5654363498,0.000006158246996,,,,
42.5,-83.125,2019,4,0.6275926098,0.000007533908029,,,,
42.5,-82.5,2019,4,0.8374306069,0.00001343411357,,,,
41,-83.75,2019,5,0.9498855749,0.00001413141497,,,,
41,-83.125,2019,5,0.934208382,0.00001370647408,,,,
41,-82.5,2019,5,0.9225053473,0.00001353477005,,,,
41.5,-83.75,2019,5,0.9627836118,0.00001472429679,,,,
41.5,-83.125,2019,5,1.225897523,0.00002380817961,,,,
41.5,-82.5,2019,5,1.42959633,0.00003207494008,,,,
42,-83.75,2019,5,0.967299251,0.00001520414221,,,,
42,-83.125,2019,5,1.239425109,0.00002500928103,,,,
42,-82.5,2019,5,1.618885768,0.00004171607991,,,,
42.5,-83.75,2019,5,0.917431572,0.00001403070699,,,,
42.5,-83.125,2019,5,1.006597395,0.00001692713505,,,,
42.5,-82.5,2019,5,0.9575123286,0.00001505031002,,,,
41,-83.75,2019,6,0.3884782997,0.000002804667594,,,,
41,-83.125,2019,6,0.4098552549,0.000003166778144,,,,
41,-82.5,2019,6,0.5076452521,0.000004808849402,,,,
41.5,-83.75,2019,6,0.3294917683,0.00000212411983,,,,
41.5,-83.125,2019,6,0.4534120124,0.000003996886689,,,,
41.5,-82.5,2019,6,0.7646622059,0.00001114105175,,,,
42,-83.75,2019,6,0.3758150041,0.000002903763528,,,,
42,-83.125,2019,6,0.5954397349,0.00000725399886,,,,
42,-82.5,2019,6,1.0341778,0.00002140159467,,,,
42.5,-83.75,2019,6,0.531194303,0.00000628305659,,,,
42.5,-83.125,2019,6,0.678633725,0.00001037866064,,,,
42.5,-82.5,2019,6,0.913702296,0.00001832020745,,,,
41,-83.75,2019,7,10.44623548,0.001357709175,,,,
41,-83.125,2019,7,11.0474098,0.001571932086,,,,
41,-82.5,2019,7,9.420125876,0.001251519601,,,,
41.5,-83.75,2019,7,10.22838556,0.001358901694,,,,
41.5,-83.125,2019,7,11.4225095,0.001756704698,,,,
41.5,-82.5,2019,7,12.93940473,0.002487462692,,,,
42,-83.75,2019,7,9.066849944,0.001165502607,,,,
42,-83.125,2019,7,11.24841778,0.001866551344,,,,
42,-82.5,2019,7,15.14869007,0.003612765681,,,,
42.5,-83.75,2019,7,11.02951382,0.001912807061,,,,
42.5,-83.125,2019,7,12.12101601,0.002322519501,,,,
42.5,-82.5,2019,7,12.56491245,0.002635644298,,,,
41,-83.75,2019,8,9.528146418,0.001017537427,,,,
41,-83.125,2019,8,10.55521541,0.001198902684,,,,
41,-82.5,2019,8,10.57471442,0.001160337232,,,,
41.5,-83.75,2019,8,4.810310637,0.0002812718734,,,,
41.5,-83.125,2019,8,4.908460421,0.0002870109567,,,,
41.5,-82.5,2019,8,5.496342601,0.0003537907508,,,,
42,-83.75,2019,8,2.266369223,0.000074590991,,,,
42,-83.125,2019,8,1.93065933,0.00005367008889,,,,
42,-82.5,2019,8,2.380623337,0.00007622093496,,,,
42.5,-83.75,2019,8,1.442212573,0.00003501631649,,,,
42.5,-83.125,2019,8,1.337018643,0.00002890630058,,,,
42.5,-82.5,2019,8,1.490712597,0.00003283367787,,,,
41,-83.75,2019,9,2.670474481,0.0002472043647,,,,
41,-83.125,2019,9,2.857727395,0.0002710295125,,,,
41,-82.5,2019,9,3.705092082,0.0004192340185,,,,
41.5,-83.75,2019,9,2.321475343,0.0001955087493,,,,
41.5,-83.125,2019,9,3.670430903,0.0004462601169,,,,
41.5,-82.5,2019,9,6.40757481,0.00119194114,,,,
42,-83.75,2019,9,2.990606725,0.0003319649302,,,,
42,-83.125,2019,9,4.722169486,0.0007390030697,,,,
42,-82.5,2019,9,7.09596313,0.001493218593,,,,
42.5,-83.75,2019,9,3.642441814,0.0005182817748,,,,
42.5,-83.125,2019,9,4.329305563,0.0006846125904,,,,
42.5,-82.5,2019,9,5.137065349,0.0008700423801,,,,
41,-83.75,2019,10,0.6223931608,0.00001370851537,,,,
41,-83.125,2019,10,0.8048932177,0.00002355848662,,,,
41,-82.5,2019,10,1.378058327,0.00007024331306,,,,
41.5,-83.75,2019,10,0.7502355753,0.0000209762587,,,,
41.5,-83.125,2019,10,1.180729788,0.00005086196067,,,,
41.5,-82.5,2019,10,2.30748156,0.0001801309964,,,,
42,-83.75,2019,10,0.9532943404,0.00003514267507,,,,
42,-83.125,2019,10,1.405335886,0.00007302716853,,,,
42,-82.5,2019,10,2.440682388,0.0002089957823,,,,
42.5,-83.75,2019,10,0.9251837406,0.00003557753828,,,,
42.5,-83.125,2019,10,1.113725204,0.00005276082114,,,,
42.5,-82.5,2019,10,1.763922957,0.0001290917531,,,,
41,-83.75,2019,11,0.01382043847,0.000000006056126309,,,,
41,-83.125,2019,11,0.01004825944,0.000000003313450092,,,,
41,-82.5,2019,11,0.01135131205,0.000000004416244219,,,,
41.5,-83.75,2019,11,0.01367807639,0.000000006473918344,,,,
41.5,-83.125,2019,11,0.01627183849,0.00000000927010672,,,,
41.5,-82.5,2019,11,0.02362588644,0.00000002023372842,,,,
42,-83.75,2019,11,0.01994242698,0.00000001523977618,,,,
42,-83.125,2019,11,0.02210912678,0.00000001985967962,,,,
42,-82.5,2019,11,0.03377090921,0.00000004596797979,,,,
42.5,-83.75,2019,11,0.0165330825,0.00000001142298153,,,,
42.5,-83.125,2019,11,0.01697816275,0.00000001254997671,,,,
42.5,-82.5,2019,11,0.03245049372,0.00000004417066862,,,,
41,-83.75,2019,12,0.4101973393,0.000004674391228,,,,
41,-83.125,2019,12,0.3378995687,0.000003251806693,,,,
41,-82.5,2019,12,0.2611973709,0.000001984461204,,,,
41.5,-83.75,2019,12,0.4187059198,0.000004843247913,,,,
41.5,-83.125,2019,12,0.5321652129,0.000007807796245,,,,
41.5,-82.5,2019,12,0.5471990021,0.000008311174135,,,,
42,-83.75,2019,12,0.5422631877,0.000008350236288,,,,
42,-83.125,2019,12,0.7728600333,0.00001691769372,,,,
42,-82.5,2019,12,0.7823691045,0.0000174458987,,,,
42.5,-83.75,2019,12,0.4940238423,0.000007925161019,,,,
42.5,-83.125,2019,12,0.5405468758,0.000009522466866,,,,
42.5,-82.5,2019,12,0.5625108505,0.00001030706512,,,,
41,-83.75,2019,13,1.373227867,0.00004772611459,,,,
41,-83.125,2019,13,1.146469337,0.00003279937332,,,,
41,-82.5,2019,13,0.9041422819,0.00002041057197,,,,
41.5,-83.75,2019,13,1.365072281,0.00005032264391,,,,
41.5,-83.125,2019,13,1.818218221,0.00008195793621,,,,
41.5,-82.5,2019,13,2.077137621,0.0001028402076,,,,
42,-83.75,2019,13,1.047031802,0.00003503101172,,,,
42,-83.125,2019,13,1.97715118,0.0001098150202,,,,
42,-82.5,2019,13,2.84693762,0.0002101673002,,,,
42.5,-83.75,2019,13,0.5208274795,0.0000102452588,,,,
42.5,-83.125,2019,13,0.7943093555,0.00002259466401,,,,
42.5,-82.5,2019,13,1.240058515,0.00005287746331,,,,
41,-83.75,2019,14,0.06948580323,0.0000001530727871,,,,
41,-83.125,2019,14,0.0706853846,0.0000001501190253,,,,
41,-82.5,2019,14,0.06734734895,0.0000001311170421,,,,
41.5,-83.75,2019,14,0.05593554911,0.0000001035153283,,,,
41.5,-83.125,2019,14,0.09276111475,0.0000002612780892,,,,
41.5,-82.5,2019,14,0.1404388651,0.000000551995458,,,,
42,-83.75,2019,14,0.04669995409,0.00000007289752507,,,,
42,-83.125,2019,14,0.09424130962,0.0000002838654996,,,,
42,-82.5,2019,14,0.1526951902,0.0000007112311104,,,,
42.5,-83.75,2019,14,0.03212450939,0.00000003521995974,,,,
42.5,-83.125,2019,14,0.04140587153,0.00000005957382956,,,,
42.5,-82.5,2019,14,0.06222897134,0.0000001387571714,,,,
41,-83.75,2019,15,0.8370870759,0.00002008112427,,,,
41,-83.125,2019,15,0.8449025444,0.0000210106957,,,,
41,-82.5,2019,15,0.7990141619,0.00001939972878,,,,
41.5,-83.75,2019,15,0.951922981,0.00002615822815,,,,
41.5,-83.125,2019,15,1.266078443,0.00004496062858,,,,
41.5,-82.5,2019,15,1.681096838,0.00007615717145,,,,
42,-83.75,2019,15,0.9374454543,0.00002473128839,,,,
42,-83.125,2019,15,1.30879841,0.00004573317492,,,,
42,-82.5,2019,15,1.774517235,0.00008119604682,,,,
42.5,-83.75,2019,15,0.9573088709,0.00002570200142,,,,
42.5,-83.125,2019,15,1.006808952,0.00002782696135,,,,
42.5,-82.5,2019,15,0.895304344,0.00002173761402,,,,
41,-83.75,2019,16,0.5782358846,0.000008366233657,,,,
41,-83.125,2019,16,0.6397894358,0.0000103332884,,,,
41,-82.5,2019,16,0.8469525231,0.00001819760053,,,,
41.5,-83.75,2019,16,0.5657617406,0.000008772007424,,,,
41.5,-83.125,2019,16,0.7948322464,0.0000169717106,,,,
41.5,-82.5,2019,16,1.459340968,0.00005465989061,,,,
42,-83.75,2019,16,0.6738722073,0.00001368385901,,,,
42,-83.125,2019,16,0.9819342873,0.00002825323949,,,,
42,-82.5,2019,16,1.719604022,0.00008308258348,,,,
42.5,-83.75,2019,16,0.6066137279,0.00001255345176,,,,
42.5,-83.125,2019,16,0.7171640756,0.00001751720094,,,,
42.5,-82.5,2019,16,1.031207247,0.00003469046907,,,,
41,-83.75,2019,17,0.5114358499,0.000005741156596,,,,
41,-83.125,2019,17,0.5776811739,0.000007568428567,,,,
41,-82.5,2019,17,0.4718760617,0.000005337056016,,,,
41.5,-83.75,2019,17,0.3041314722,0.000002176959497,,,,
41.5,-83.125,2019,17,0.4075576934,0.000003891365542,,,,
41.5,-82.5,2019,17,0.5781288802,0.000008019151567,,,,
42,-83.75,2019,17,0.2406143229,0.000001443972215,,,,
42,-83.125,2019,17,0.3506548575,0.000003016775792,,,,
42,-82.5,2019,17,0.4791198566,0.000005794136284,,,,
42.5,-83.75,2019,17,0.2021451707,0.000001148528454,,,,
42.5,-83.125,2019,17,0.2195017889,0.000001329224869,,,,
42.5,-82.5,2019,17,0.2898396618,0.000002393549064,,,,
41,-83.75,2019,18,0.2148305975,0.000001020281414,,,,
41,-83.125,2019,18,0.2225180257,0.000001087820499,,,,
41,-82.5,2019,18,0.2422876069,0.000001277986154,,,,
41.5,-83.75,2019,18,0.2005081741,0.0000009708375425,,,,
41.5,-83.125,2019,18,0.248509178,0.000001464543961,,,,
41.5,-82.5,2019,18,0.3894734906,0.000003405596621,,,,
42,-83.75,2019,18,0.2315163929,0.000001427437719,,,,
42,-83.125,2019,18,0.3071786778,0.000002433777679,,,,
42,-82.5,2019,18,0.4284095604,0.000004525641499,,,,
42.5,-83.75,2019,18,0.2359379474,0.000001659996795,,,,
42.5,-83.125,2019,18,0.3198992257,0.000003006449955,,,,
42.5,-82.5,2019,18,0.3245436905,0.00000293084451,,,,
41,-83.75,2019,19,6.623576208,0.001236197869,,,,
41,-83.125,2019,19,6.085208676,0.001006327457,,,,
41,-82.5,2019,19,4.005663275,0.0004113702852,,,,
41.5,-83.75,2019,19,5.72747319,0.001003380943,,,,
41.5,-83.125,2019,19,7.272447946,0.001520624382,,,,
41.5,-82.5,2019,19,6.950851232,0.001280229346,,,,
42,-83.75,2019,19,4.342071148,0.0006401960315,,,,
42,-83.125,2019,19,6.42596838,0.001309618922,,,,
42,-82.5,2019,19,6.310402534,0.001201239037,,,,
42.5,-83.75,2019,19,2.756386572,0.0002978100806,,,,
42.5,-83.125,2019,19,3.277927626,0.0004090781281,,,,
42.5,-82.5,2019,19,3.221041554,0.0003843411084,,,,
41,-83.75,2019,20,1.508613448,0.0001604834801,,,,
41,-83.125,2019,20,2.18979833,0.0003049537002,,,,
41,-82.5,2019,20,3.950407547,0.0008607972588,,,,
41.5,-83.75,2019,20,1.449708604,0.0001560256991,,,,
41.5,-83.125,2019,20,2.882469319,0.0004965316389,,,,
41.5,-82.5,2019,20,6.260288515,0.001931117762,,,,
42,-83.75,2019,20,1.525661705,0.0001752838545,,,,
42,-83.125,2019,20,3.444793016,0.0007043133944,,,,
42,-82.5,2019,20,6.334219365,0.002096617799,,,,
42.5,-83.75,2019,20,1.376065927,0.0001654342174,,,,
42.5,-83.125,2019,20,2.549827017,0.000483790182,,,,
42.5,-82.5,2019,20,4.618257524,0.001310302583,,,,
41,-83.75,2019,21,0.03365408851,0.0000001142555798,,,,
41,-83.125,2019,21,0.046553488,0.0000002044230538,,,,
41,-82.5,2019,21,0.1192782915,0.00000115695041,,,,
41.5,-83.75,2019,21,0.03345803659,0.000000114808815,,,,
41.5,-83.125,2019,21,0.07712978794,0.000000484140664,,,,
41.5,-82.5,2019,21,0.2422560036,0.000003807813068,,,,
42,-83.75,2019,21,0.03671741337,0.0000001370614249,,,,
42,-83.125,2019,21,0.1040920103,0.0000008178655376,,,,
42,-82.5,2019,21,0.3036315065,0.000005821580489,,,,
42.5,-83.75,2019,21,0.03781805808,0.0000001517104069,,,,
42.5,-83.125,2019,21,0.09404175386,0.0000007638948521,,,,
42.5,-82.5,2019,21,0.2415093027,0.000004088485766,,,,
41,-83.75,2019,22,2.626863298,0.0002258729726,,,,
41,-83.125,2019,22,2.313750738,0.0001844989416,,,,
41,-82.5,2019,22,1.414793607,0.00007565887015,,,,
41.5,-83.75,2019,22,1.47447437,0.00007371572427,,,,
41.5,-83.125,2019,22,2.107563352,0.0001489462827,,,,
41.5,-82.5,2019,22,2.208500328,0.0001687573642,,,,
42,-83.75,2019,22,1.107836427,0.00004215603609,,,,
42,-83.125,2019,22,1.540496594,0.00007776727237,,,,
42,-82.5,2019,22,1.821659453,0.0001135961328,,,,
42.5,-83.75,2019,22,1.200481707,0.00005330428954,,,,
42.5,-83.125,2019,22,1.217098631,0.00005350044123,,,,
42.5,-82.5,2019,22,1.089805796,0.00004414761943,,,,
41,-83.75,2019,23,4.280507057,0.0002830577344,,,,
41,-83.125,2019,23,5.542155163,0.0004745750859,,,,
41,-82.5,2019,23,5.365082862,0.0004480775984,,,,
41.5,-83.75,2019,23,1.848126053,0.00005595985679,,,,
41.5,-83.125,2019,23,3.114734903,0.0001542122106,,,,
41.5,-82.5,2019,23,5.409926271,0.0004613333688,,,,
42,-83.75,2019,23,1.595710154,0.0000448728723,,,,
42,-83.125,2019,23,2.190133363,0.0000820318573,,,,
42,-82.5,2019,23,3.471754826,0.000199260245,,,,
42.5,-83.75,2019,23,1.639649462,0.00004992726822,,,,
42.5,-83.125,2019,23,2.140686074,0.00008318607663,,,,
42.5,-82.5,2019,23,2.541888627,0.0001128659992,,,,
41,-83.75,2019,24,2.004308443,0.0001145008908,,,,
41,-83.125,2019,24,1.913918523,0.0001018639246,,,,
41,-82.5,2019,24,1.878549152,0.00009255568275,,,,
41.5,-83.75,2019,24,1.661495703,0.00008146284441,,,,
41.5,-83.125,2019,24,2.126638886,0.000126673171,,,,
41.5,-82.5,2019,24,2.622559124,0.0001821087104,,,,
42,-83.75,2019,24,1.388359075,0.00005830210748,,,,
42,-83.125,2019,24,1.99157889,0.0001127142627,,,,
42,-82.5,2019,24,2.417054221,0.0001598329083,,,,
42.5,-83.75,2019,24,1.19215407,0.00004465235504,,,,
42.5,-83.125,2019,24,1.339955311,0.00005456204608,,,,
42.5,-82.5,2019,24,1.330364606,0.00005142747595,,,,
41,-83.75,2019,25,0.7503927595,0.00003880660531,,,,
41,-83.125,2019,25,0.8173166176,0.00004391612439,,,,
41,-82.5,2019,25,1.044064089,0.00006510637468,,,,
41.5,-83.75,2019,25,0.9470285127,0.00006068418399,,,,
41.5,-83.125,2019,25,1.528433122,0.0001392046071,,,,
41.5,-82.5,2019,25,2.705129741,0.0003673178822,,,,
42,-83.75,2019,25,1.22511113,0.00009201754678,,,,
42,-83.125,2019,25,2.196514061,0.0002552512592,,,,
42,-82.5,2019,25,3.640931637,0.0006250666034,,,,
42.5,-83.75,2019,25,1.327588209,0.0001063112527,,,,
42.5,-83.125,2019,25,1.82235613,0.0001856827395,,,,
42.5,-82.5,2019,25,2.368590105,0.0002742051298,,,,
41,-83.75,2019,26,0.04825762884,0.00000009277474542,,,,
41,-83.125,2019,26,0.07108736203,0.0000001957443492,,,,
41,-82.5,2019,26,0.08743973839,0.000000300043092,,,,
41.5,-83.75,2019,26,0.02467976465,0.00000002912597311,,,,
41.5,-83.125,2019,26,0.05050315092,0.0000001126111234,,,,
41.5,-82.5,2019,26,0.09940115008,0.0000004152271445,,,,
42,-83.75,2019,26,0.02240500782,0.00000002682871468,,,,
42,-83.125,2019,26,0.04737883116,0.0000001082214226,,,,
42,-82.5,2019,26,0.08322876119,0.0000003271309414,,,,
42.5,-83.75,2019,26,0.03024534433,0.00000005669066317,,,,
42.5,-83.125,2019,26,0.04719546443,0.0000001299562286,,,,
42.5,-82.5,2019,26,0.05142791079,0.0000001531983539,,,,
41,-83.75,2019,27,0.4439381999,0.000009420257733,,,,
41,-83.125,2019,27,0.5101658304,0.00001158753181,,,,
41,-82.5,2019,27,0.842784071,0.00002835179333,,,,
41.5,-83.75,2019,27,0.318857979,0.000005184826703,,,,
41.5,-83.125,2019,27,0.5484077723,0.00001371905568,,,,
41.5,-82.5,2019,27,1.187248875,0.00005514137568,,,,
42,-83.75,2019,27,0.2959096624,0.00000494288084,,,,
42,-83.125,2019,27,0.5189535255,0.00001305964514,,,,
42,-82.5,2019,27,0.8667291983,0.0000319514984,,,,
42.5,-83.75,2019,27,0.3004283412,0.000005909761343,,,,
42.5,-83.125,2019,27,0.3891416869,0.00000922322617,,,,
42.5,-82.5,2019,27,0.4949910155,0.00001290625171,,,,
41,-83.75,2019,28,2.464222342,0.000185885758,,,,
41,-83.125,2019,28,2.399722294,0.0001710870246,,,,
41,-82.5,2019,28,1.724572721,0.00008580118976,,,,
41.5,-83.75,2019,28,2.598581051,0.0002215949147,,,,
41.5,-83.125,2019,28,3.159879608,0.0002996859082,,,,
41.5,-82.5,2019,28,2.672910421,0.0002086577964,,,,
42,-83.75,2019,28,2.58330152,0.0002212082673,,,,
42,-83.125,2019,28,3.372027066,0.0003490292678,,,,
42,-82.5,2019,28,3.066786152,0.0002873588608,,,,
42.5,-83.75,2019,28,1.729208728,0.0001118092475,,,,
42.5,-83.125,2019,28,2.286367563,0.0001815442646,,,,
42.5,-82.5,2019,28,2.251603409,0.0001727900838,,,,
41,-83.75,2019,29,2.401680425,0.0003944620981,,,,
41,-83.125,2019,29,2.185685428,0.0003032874516,,,,
41,-82.5,2019,29,2.308457028,0.0002956503924,,,,
41.5,-83.75,2019,29,2.458228029,0.0003914315277,,,,
41.5,-83.125,2019,29,3.38120848,0.000650001304,,,,
41.5,-82.5,2019,29,5.058343871,0.001232488929,,,,
42,-83.75,2019,29,2.041427791,0.0002566633572,,,,
42,-83.125,2019,29,3.612447702,0.0006876602839,,,,
42,-82.5,2019,29,5.417864697,0.001377364846,,,,
42.5,-83.75,2019,29,1.433419886,0.0001460534124,,,,
42.5,-83.125,2019,29,2.042723131,0.0002596932514,,,,
42.5,-82.5,2019,29,2.895323358,0.0004390888349,,,,
41,-83.75,2019,30,0.5934674503,0.00006818370146,,,,
41,-83.125,2019,30,0.6014072788,0.00006650143676,,,,
41,-82.5,2019,30,0.8288431945,0.0001030540745,,,,
41.5,-83.75,2019,30,0.8371139106,0.0001291928199,,,,
41.5,-83.125,2019,30,1.488156192,0.0002917385675,,,,
41.5,-82.5,2019,30,2.784732923,0.0007493359032,,,,
42,-83.75,2019,30,1.369539959,0.0002719955116,,,,
42,-83.125,2019,30,2.703441053,0.0007383033303,,,,
42,-82.5,2019,30,3.828958211,0.001281582258,,,,
42.5,-83.75,2019,30,1.056220208,0.0001470903763,,,,
42.5,-83.125,2019,30,1.568308961,0.0002878998917,,,,
42.5,-82.5,2019,30,2.129567414,0.0004567563508,,,,
41,-83.75,2019,31,0.06685954589,0.0000006691192063,,,,
41,-83.125,2019,31,0.07437602647,0.0000008286447666,,,,
41,-82.5,2019,31,0.1236226163,0.00000207886165,,,,
41.5,-83.75,2019,31,0.1017277699,0.000001654156059,,,,
41.5,-83.125,2019,31,0.2129242268,0.000005551724336,,,,
41.5,-82.5,2019,31,0.4949380579,0.00002242171996,,,,
42,-83.75,2019,31,0.2158402019,0.000006245924534,,,,
42,-83.125,2019,31,0.4479184352,0.00001939294041,,,,
42,-82.5,2019,31,0.838929749,0.00005723316596,,,,
42.5,-83.75,2019,31,0.2565460389,0.000008078279743,,,,
42.5,-83.125,2019,31,0.3611478464,0.00001410757391,,,,
42.5,-82.5,2019,31,0.5825734971,0.00003190239829,,,,
41,-83.75,2019,32,0.039540733,0.00000008923799781,,,,
41,-83.125,2019,32,0.03159440642,0.00000005846917397,,,,
41,-82.5,2019,32,0.01358382594,0.00000001108417209,,,,
41.5,-83.75,2019,32,0.02073757208,0.00000002822738021,,,,
41.5,-83.125,2019,32,0.01563803756,0.00000001518704437,,,,
41.5,-82.5,2019,32,0.008388761388,0.000000004361541152,,,,
42,-83.75,2019,32,0.01085832072,0.000000008717156793,,,,
42,-83.125,2019,32,0.008975228335,0.000000005589368741,,,,
42,-82.5,2019,32,0.005667881097,0.000000002341456487,,,,
42.5,-83.75,2019,32,0.008735999178,0.000000006787108925,,,,
42.5,-83.125,2019,32,0.004565284981,0.000000001848834284,,,,
42.5,-82.5,2019,32,0.003274113651,0.0000000009485018843,,,,
41,-83.75,2019,33,1.231468278,0.0000330626827,,,,
41,-83.125,2019,33,1.371286293,0.00004342058167,,,,
41,-82.5,2019,33,1.260131863,0.00004012300893,,,,
41.5,-83.75,2019,33,1.39266681,0.00004288501341,,,,
41.5,-83.125,2019,33,1.892547838,0.00008070032798,,,,
41.5,-82.5,2019,33,2.188929839,0.0001148423251,,,,
42,-83.75,2019,33,1.325945413,0.0000408304315,,,,
42,-83.125,2019,33,1.802331164,0.00007453171237,,,,
42,-82.5,2019,33,2.359944246,0.0001335620582,,,,
42.5,-83.75,2019,33,1.407114932,0.00004682169887,,,,
42.5,-83.125,2019,33,1.582705844,0.00005959453686,,,,
42.5,-82.5,2019,33,1.691305442,0.0000710238968,,,,
41,-83.75,2019,34,2.053393097,0.00005448980152,,,,
41,-83.125,2019,34,2.324705594,0.00007078720323,,,,
41,-82.5,2019,34,1.924624643,0.00004930249773,,,,
41.5,-83.75,2019,34,1.855798239,0.00004560131565,,,,
41.5,-83.125,2019,34,2.395522996,0.00007840962236,,,,
41.5,-82.5,2019,34,2.623443286,0.00009722645572,,,,
42,-83.75,2019,34,2.187555146,0.00006402773376,,,,
42,-83.125,2019,34,2.234753222,0.00007155057977,,,,
42,-82.5,2019,34,2.657729992,0.0001060039685,,,,
