WeatherCloud Data Compiled-LEC,,,,,,,,,,,,,,,,,
Location ,"Lake Erie Center, Oregon, OH ",,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Date (America/New_York),tempin (°C),temp (°C),chill (°C),dewin (°C),dew (°C),heatin (°C),heat (°C),humin (%),hum (%),wspdhi (mph),wspdavg (mph),wdiravg (°),bar (mmHg),rain (mm),rainrate (mm/h),solarrad (W/m²),uvi
10/6/25 8:30,22.1,17.4,17.4,,12.7,,,53,74,1.8,1.8,180,768.1,0,0,,
10/6/25 8:40,22.1,17.5,17.5,,12.5,,,54,72,2.2,2.2,180,767.9,0,0,,
10/6/25 8:50,22.1,18.3,18.3,,12.3,,,54,68,2.5,2.5,202,767.9,0,0,,
10/6/25 9:00,22.2,19.1,19.1,,13,,,54,68,2.7,2.7,202,768,0,0,,
10/6/25 9:10,22.2,19.8,19.8,,12.8,,,54,64,4,3.6,202,767.9,0,0,,
10/6/25 9:20,20.7,20.6,20.6,,13,,,54,62,2.7,2.7,158,767.9,0,0,,
10/6/25 9:30,20.4,21.2,21.2,,13.1,,,56,60,1.6,1.6,202,767.9,0,0,,
10/6/25 9:40,20.8,22,22,,13.6,,,56,59,2,2,202,768,0,0,,
10/6/25 9:50,21.1,22.1,22.1,,13.9,,,56,60,3.4,2.9,202,768,0,0,,
10/6/25 10:00,21.1,22.4,22.4,,13.4,,,55,57,5.4,5.4,225,768,0,0,,
10/6/25 10:10,21.3,23.3,23.3,,14,,,56,56,4.9,4.5,202,768,0,0,,
10/6/25 10:20,21.2,23.6,23.6,,14.3,,,55,56,5.6,5.6,202,768,0,0,,
10/6/25 10:30,21.2,23.8,23.8,,14.2,,,55,55,4.3,4,202,767.8,0,0,,
10/6/25 10:40,21.3,24.3,24.3,,14.4,,,56,54,2.2,2.2,225,767.8,0,0,,
10/6/25 10:50,21.1,25.1,25.1,,14.2,,,56,51,1.8,1.8,202,767.8,0,0,,
10/6/25 11:00,21.1,25.6,25.6,,15.1,,26.3,57,52,2.2,2.2,225,767.6,0,0,,
10/6/25 11:10,21.1,25.8,25.8,,15.5,,26.4,57,53,1.1,1.1,225,767.5,0,0,,
10/6/25 11:20,21,26.3,26.3,,15.3,,26.8,58,51,5.4,5.4,225,767.5,0,0,,
10/6/25 11:30,20.8,26.7,26.7,,15.7,,27.1,58,51,5.8,4.7,315,767.6,0,0,,
10/6/25 11:40,20.7,26.8,26.8,,15.5,,27.2,59,50,2.5,2.5,225,767.5,0,0,,
10/6/25 11:50,20.7,27.5,27.5,,16.2,,27.9,59,50,4.7,4.3,248,767.5,0,0,,
10/6/25 12:00,19.9,27.9,27.9,,16.2,,28.2,63,49,2.5,2.5,315,767.4,0,0,,
10/6/25 12:10,19.9,28.3,28.3,,16.2,,28.6,63,48,3.6,3.1,248,767.3,0,0,,
10/6/25 12:20,19.9,28.5,28.5,,16.2,,28.7,64,47,1.8,1.8,225,767.3,0,0,,
10/6/25 12:30,19.9,28.6,28.6,,16.2,,28.8,64,47,3.6,3.1,158,767.4,0,0,,
10/6/25 12:40,19.7,28.3,28.3,,16.2,,28.6,64,48,2,2,225,766.9,0,0,,
10/6/25 12:50,19.7,28.6,28.6,,15.8,,28.7,64,46,4.3,3.8,202,766.9,0,0,,
10/6/25 13:00,19.6,29,29,,16.2,,29.2,64,46,5.6,5.6,202,766.9,0,0,,
10/6/25 13:10,19.6,28.9,28.9,,16.1,,29.1,64,46,2,2,248,766.9,0,0,,
10/6/25 13:20,19.6,29.1,29.1,,16.2,,29.2,64,46,4.9,4.5,225,766.9,0,0,,
10/6/25 13:30,,,,,,,,,,,,,,,,,
10/6/25 13:40,19.7,29.1,29.1,,16,,29.1,64,45,5.6,5.6,248,766.6,0,0,,
10/6/25 13:50,19.7,28.8,28.8,,15.7,,28.8,64,45,2,2,202,766.6,0,0,,
10/6/25 14:00,19.6,28.8,28.8,,16,,28.9,64,46,2.9,2.9,225,766.6,0,0,,
10/6/25 14:10,19.7,28.9,28.9,,15.4,,28.8,64,44,3.6,3.1,248,766.2,0,0,,
10/6/25 14:20,19.5,29.6,29.6,,16,,29.6,64,44,1.8,1.8,202,766.2,0,0,,
10/6/25 14:30,19.7,30,30,,16.1,,30,64,43,1.1,1.1,225,766,0,0,,
10/6/25 14:40,19.7,30.6,30.6,,16,,30.4,64,41,2,2,112,765.9,0,0,,
10/6/25 14:50,19.7,30.5,30.5,,16,,30.4,64,41,2.2,2.2,158,765.9,0,0,,
10/6/25 15:00,19.7,30.1,30.1,,15.8,,30,64,42,1.8,1.8,202,765.9,0,0,,
10/6/25 15:10,19.6,30,30,,16.1,,30,63,43,2.2,2.2,180,765.6,0,0,,
10/6/25 15:20,19.7,29.7,29.7,,16.1,,29.7,64,44,2.7,2.7,248,765.6,0,0,,
10/6/25 15:30,19.8,30.3,30.3,,16,,30.2,64,42,5.6,4.7,180,765.5,0,0,,
10/6/25 15:40,19.6,30.5,30.5,,15.5,,30.3,64,40,4.3,4,248,765.5,0,0,,
10/6/25 15:50,19.6,30.7,30.7,,16,,30.6,64,41,5.8,5.4,202,765.5,0,0,,
10/6/25 16:00,19.6,30.8,30.8,,16.4,,30.9,64,42,2.5,2.5,225,765.4,0,0,,
10/6/25 16:10,19.6,29.7,29.7,,16.5,,29.9,64,45,3.6,3.1,225,765.2,0,0,,
10/6/25 16:20,19.6,28.9,28.9,,15.4,,28.8,64,44,4,3.6,158,765.2,0,0,,
10/6/25 16:30,19.5,29.5,29.5,,16,,29.6,64,44,3.4,3.1,180,765.4,0,0,,
10/6/25 16:40,19.6,29.6,29.6,,16.7,,29.8,64,46,2.5,2.5,248,765.3,0,0,,
10/6/25 16:50,19.6,29.1,29.1,,16.9,,29.4,64,48,6.5,6.3,225,765.3,0,0,,
10/6/25 17:00,19.7,28.8,28.8,,16.7,,29.1,64,48,6.9,6.7,202,765.1,0,0,,
10/6/25 17:10,19.8,28.4,28.4,,17,,28.8,64,50,2.7,2.7,225,765.1,0,0,,
10/6/25 17:20,19.8,28.3,28.3,,16.6,,28.6,64,49,4.9,4.3,225,765.1,0,0,,
10/6/25 17:30,19.8,28.5,28.5,,16.9,,28.9,64,49,2,2,225,765.2,0,0,,
10/6/25 17:40,19.7,28.2,28.2,,16.5,,28.5,64,49,6.7,6.5,225,765.1,0,0,,
10/6/25 17:50,19.8,27.8,27.8,,16.4,,28.2,64,50,6.9,6.7,248,765.1,0,0,,
10/6/25 18:00,19.8,27.5,27.5,,16.5,,27.9,64,51,3.6,3.1,202,765.2,0,0,,
10/6/25 18:10,19.7,27.5,27.5,,16.5,,27.9,64,51,3.4,2.7,248,765.1,0,0,,
10/6/25 18:20,19.7,27.3,27.3,,16.6,,27.8,64,52,5.6,5.6,225,765.1,0,0,,
10/6/25 18:30,19.7,27,27,,17.2,,27.7,64,55,5.6,5.6,225,765.1,0,0,,
10/6/25 18:40,19.6,26.6,26.6,,17.1,,27.3,64,56,4.3,3.8,158,765.2,0,0,,
10/6/25 18:50,19.7,26.4,26.4,,17.4,,27.2,65,58,2.5,2.5,225,765.2,0,0,,
10/6/25 19:00,19.6,26,26,,17.6,,26.9,65,60,4,3.6,180,765.1,0,0,,
10/6/25 19:10,19.6,25.8,25.8,,17.7,,26.7,65,61,1.1,1.1,248,765.2,0,0,,
10/6/25 19:20,19.6,25.4,25.4,,17.8,,26.3,65,63,1.1,1.1,248,765.2,0,0,,
10/6/25 19:30,19.6,25,25,,17.7,,,66,64,2.5,2.5,225,765.2,0,0,,
10/6/25 19:40,19.6,24.7,24.7,,17.7,,,66,65,1.6,1.6,225,765.3,0,0,,
10/6/25 19:50,,,,,,,,,,,,,,,,,
10/6/25 20:00,,,,,,,,,,,,,,,,,
10/6/25 20:10,19.6,23.9,23.9,,17.6,,,66,68,1.1,1.1,202,765.2,0,0,,
10/6/25 20:20,19.6,23.7,23.7,,17.8,,,66,70,1.8,1.8,248,765.2,0,0,,
10/6/25 20:30,19.6,23.6,23.6,,17.7,,,66,70,2,2,225,765.1,0,0,,
10/6/25 20:40,19.6,23.5,23.5,,18,,,67,71,1.1,1.1,225,765.4,0,0,,
10/6/25 20:50,19.5,23.3,23.3,,18,,,66,72,2.2,2.2,225,765.4,0,0,,
10/6/25 21:00,20.3,23.2,23.2,,17.9,,,64,72,5.4,4.9,225,765.4,0,0,,
10/6/25 21:10,20.1,23.1,23.1,,17.9,,,63,73,0,0,225,765.4,0,0,,
10/6/25 21:20,19.9,23,23,,17.8,,,66,73,1.3,1.3,202,765.4,0,0,,
10/6/25 21:30,20.5,22.8,22.8,,17.9,,,63,74,0,0,202,765.6,0,0,,
10/6/25 21:40,20.5,22.5,22.5,,18,,,63,75,2,2,225,765.4,0,0,,
10/6/25 21:50,20.3,22.5,22.5,,18,,,63,75,1.3,1.3,248,765.4,0,0,,
10/6/25 22:00,20.4,22.3,22.3,,17.8,,,63,76,1.8,1.8,225,765.3,0,0,,
10/6/25 22:10,20.5,22.2,22.2,,17.7,,,63,76,1.1,1.1,202,765.4,0,0,,
10/6/25 22:20,20.5,22,22,,17.5,,,63,76,0,0,225,765.4,0,0,,
10/6/25 22:30,20.5,22.1,22.1,,17.6,,,63,76,1.6,1.6,225,765.4,0,0,,
10/6/25 22:40,20.6,22.1,22.1,,17.5,,,63,75,1.8,1.8,180,765.2,0,0,,
10/6/25 22:50,20.7,22.1,22.1,,17.5,,,63,75,2.2,2.2,202,765.2,0,0,,
10/6/25 23:00,20.8,22.2,22.2,,17.6,,,63,75,1.6,1.6,225,765.1,0,0,,
10/6/25 23:10,20.8,22.2,22.2,,17.6,,,63,75,1.1,1.1,202,764.9,0,0,,
10/6/25 23:20,20.8,22.1,22.1,,17.6,,,63,76,1.8,1.8,202,764.9,0,0,,
10/6/25 23:30,20.8,22.1,22.1,,17.6,,,63,76,4.3,4,248,764.8,0,0,,
10/6/25 23:40,20.8,22,22,,17.5,,,63,76,2.2,2.2,248,765,0,0,,
10/6/25 23:50,20.9,21.8,21.8,,17.6,,,62,77,5.4,4.7,248,765,0,0,,
10/7/25 0:00,21,21.7,21.7,,17.5,,,62,77,5.4,4.5,225,764.9,0,0,,
10/7/25 0:10,21,21.7,21.7,,17.5,,,62,77,4,3.4,248,764.9,0,0,,
10/7/25 0:20,21,21.7,21.7,,17.5,,,62,77,1.6,1.6,202,764.9,0,0,,
10/7/25 0:30,21,21.7,21.7,,17.5,,,62,77,4.9,4.3,225,764.7,0,0,,
10/7/25 0:40,21,21.8,21.8,,17.6,,,62,77,5.4,5.4,248,764.7,0,0,,
10/7/25 0:50,21,21.7,21.7,,17.6,,,62,78,5.6,5.1,248,764.7,0,0,,
10/7/25 1:00,21,21.6,21.6,,17.5,,,62,78,4,3.6,248,764.7,0,0,,
10/7/25 1:10,21,21.6,21.6,,17.5,,,62,78,1.3,1.3,202,764.6,0,0,,
10/7/25 1:20,21,21.5,21.5,,17.8,,,62,79,2.5,2.5,225,764.6,0,0,,
10/7/25 1:30,21,21.5,21.5,,17.9,,,62,80,1.6,1.6,248,764.4,0,0,,
10/7/25 1:40,20.9,21.5,21.5,,17.9,,,62,80,2.5,2.5,225,764.6,0,0,,
10/7/25 1:50,21.1,21.5,21.5,,18.2,,,62,81,2.5,2.5,248,764.6,0,0,,
10/7/25 2:00,21.1,21.5,21.5,,18.2,,,62,81,3.4,3.1,202,764.5,0,0,,
10/7/25 2:10,21,21.5,21.5,,18.3,,,62,82,3.6,3.1,248,764.6,0,0,,
10/7/25 2:20,20.9,21.2,21.2,,18.2,,,62,83,2.5,2.5,180,764.6,0,0,,
10/7/25 2:30,21,21,21,,18.1,,,62,84,2.2,2.2,202,764.5,0,0,,
10/7/25 2:40,21,21,21,,18.1,,,62,84,2.2,2.2,202,764.5,0,0,,
10/7/25 2:50,21,21,21,,18.1,,,62,84,1.6,1.6,248,764.5,0,0,,
10/7/25 3:00,20.9,21,21,,18.1,,,62,84,3.1,2.7,225,764.5,0,0,,
10/7/25 3:10,20.9,21,21,,18.1,,,62,84,6.5,5.6,248,764.2,0,0,,
10/7/25 3:20,20.9,21,21,,18.1,,,62,84,5.6,4.7,248,764.2,0,0,,
10/7/25 3:30,21,21,21,,18.4,,,63,85,7.8,7.4,270,764,0,0,,
10/7/25 3:40,21,20.9,20.9,,18.4,,,63,86,2.5,2.5,225,763.9,0,0,,
10/7/25 3:50,21,20.8,20.8,,18.6,,,63,87,4,3.6,225,763.9,0,0,,
10/7/25 4:00,21,20.5,20.5,,18.5,,,63,88,2.5,2.5,225,763.9,0,0,,
10/7/25 4:10,21,20.5,20.5,,18.5,,,63,88,3.4,2.9,248,763.7,0,0,,
10/7/25 4:20,21,20.5,20.5,,18.8,,,63,89,4.7,4.3,225,763.7,0,0,,
10/7/25 4:30,20.9,20.5,20.5,,18.8,,,63,89,1.6,1.6,248,763.7,0,0,,
10/7/25 4:40,21,20.4,20.4,,18.7,,,63,90,3.4,2.9,202,763.6,0,0,,
10/7/25 4:50,21,20.4,20.4,,18.7,,,63,90,4.9,4,225,763.6,0,0,,
10/7/25 5:00,21.1,20.4,20.4,,18.7,,,63,90,2.7,2.7,248,763.6,0,0,,
10/7/25 5:10,21.2,20.4,20.4,,18.7,,,63,90,2.9,2.7,225,763.6,0,0,,
10/7/25 5:20,21.1,20.4,20.4,,18.7,,,63,90,2.2,2.2,225,763.6,0,0,,
10/7/25 5:30,21.1,20.4,20.4,,18.7,,,63,90,1.8,1.8,158,763.4,0,0,,
10/7/25 5:40,21.1,20.4,20.4,,18.7,,,63,90,2.7,2.7,180,763.3,0,0,,
10/7/25 5:50,21.1,20.4,20.4,,18.7,,,63,90,1.8,1.8,202,763.3,0,0,,
10/7/25 6:00,21.1,20.4,20.4,,18.8,,,63,91,1.1,1.1,248,763.3,0,0,,
10/7/25 6:10,21.1,20.1,20.1,,18.9,,,63,93,1.3,1.3,248,763.4,0,0,,
10/7/25 6:20,21.1,20.1,20.1,,18.9,,,63,93,2,2,248,763.4,0,0,,
10/7/25 6:30,21.1,20.1,20.1,,18.8,,,63,92,0,0,225,763.2,0,0,,
10/7/25 6:40,21.1,20.3,20.3,,18.7,,,63,91,2,2,248,763.3,0,0,,
10/7/25 6:50,21.1,20.4,20.4,,18.8,,,63,91,1.8,1.8,248,763.3,0,0,,
10/7/25 7:00,21.1,20.4,20.4,,18.8,,,63,91,1.6,1.6,225,763.3,0,0,,
10/7/25 7:10,21.1,20.4,20.4,,18.8,,,63,91,2.2,2.2,248,763.3,0,0,,
10/7/25 7:20,21.2,20.4,20.4,,18.8,,,63,91,1.6,1.6,248,763.3,0,0,,
10/7/25 7:30,21.3,20.4,20.4,,18.8,,,63,91,1.6,1.6,248,763.2,0,0,,
10/7/25 7:40,21.3,20.4,20.4,,18.8,,,63,91,1.3,1.3,225,763.1,0,0,,
10/7/25 7:50,21.2,20.4,20.4,,18.8,,,63,91,2,2,248,763.1,0,0,,
10/7/25 8:00,21.2,20.4,20.4,,18.8,,,63,91,3.4,2.9,248,763.2,0,0,,
10/7/25 8:10,21.2,20.5,20.5,,19,,,63,91,0,0,248,763.2,0,0,,
10/7/25 8:20,21.2,20.5,20.5,,18.9,,,63,90,4.3,4,248,763.2,0,0,,
10/7/25 8:30,21.1,20.5,20.5,,18.9,,,63,90,2.7,2.7,202,763,0,0,,
10/7/25 8:40,21.2,20.6,20.6,,18.9,,,63,90,0,0,225,763,0,0,,
10/7/25 8:50,21.3,20.7,20.7,,19,,,63,90,3.6,3.1,202,763,0,0,,
10/7/25 9:00,21.2,20.7,20.7,,19,,,63,90,1.3,1.3,248,763,0,0,,
10/7/25 9:10,21.3,21,21,,19.2,,,63,89,4.9,4.3,225,763.2,0,0,,
10/7/25 9:20,21.1,21.4,21.4,,19.3,,,63,88,2.2,2.2,202,763.2,0,0,,
10/7/25 9:30,21.1,21.4,21.4,,19.6,,,64,89,2.7,2.7,248,763,0,0,,
10/7/25 9:40,20.9,21.4,21.4,,19.3,,,64,88,1.8,1.8,202,763,0,0,,
10/7/25 9:50,20.9,21.7,21.7,,19.5,,,64,87,0,0,225,763,0,0,,
10/7/25 10:00,20.8,21.9,21.9,,19.7,,,65,87,4.3,4,202,763.3,0,0,,
10/7/25 10:10,20.8,21.8,21.8,,19.3,,,65,86,1.8,1.8,248,763.1,0,0,,
10/7/25 10:20,20.8,21.8,21.8,,19.3,,,65,86,2.5,2.5,248,763.1,0,0,,
10/7/25 10:30,20.9,21.9,21.9,,19.3,,,65,85,2.9,2.9,248,763.1,0,0,,
10/7/25 10:40,20.8,22.1,22.1,,19.2,,,66,84,1.1,1.1,292,763,0,0,,
10/7/25 10:50,20.2,23.3,23.3,,19.2,,,67,78,2.5,2.5,202,763,0,0,,
10/7/25 11:00,20.2,24,24,,19.9,,,67,78,1.6,1.6,112,763,0,0,,
10/7/25 11:10,20.4,23.9,23.9,,20.2,,,67,80,1.8,1.8,45,763,0,0,,
10/7/25 11:20,20.2,23.6,23.6,,19.9,,,66,80,1.3,1.3,90,763,0,0,,
10/7/25 11:30,20.3,22.7,22.7,,18.2,,,67,76,5.4,4.7,315,763.1,0,0,,
10/7/25 11:40,,,,,,,,,,,,,,,,,
10/7/25 11:50,,,,,,,,,,,,,,,,,
10/7/25 12:00,21,18.7,18.7,,17.2,,,65,91,5.4,5.4,22,763.1,0,0,,
10/7/25 12:10,21,19,19,,17.3,,,64,90,5.8,5.8,22,762.7,0,0,,
10/7/25 12:20,21.1,19.6,19.6,,17.8,,,64,89,1.1,1.1,45,762.7,0,0,,
10/7/25 12:30,21.2,20,20,,18.2,,,64,89,2.5,2.5,90,762.3,0,0,,
10/7/25 12:40,21.1,20.1,20.1,,17.9,,,65,87,4.3,4,90,762.4,0,0,,
10/7/25 12:50,20.5,20.5,20.5,,17.6,,,65,83,5.4,5.4,68,762.4,0,0,,
10/7/25 13:00,20.9,21.1,21.1,,17.3,,,66,79,3.6,3.4,22,762.4,0,0,,
10/7/25 13:10,20.5,21.7,21.7,,18.3,,,65,81,0,0,0,762.5,0,0,,
10/7/25 13:20,20.8,21.6,21.6,,18.6,,,65,83,0,0,0,762.5,0,0,,
10/7/25 13:30,20.9,21.3,21.3,,18.7,,,65,85,0,0,0,762.7,0,0,,
10/7/25 13:40,20.7,21.2,21.2,,18.3,,,65,84,1.3,1.3,0,762.9,0,0,,
10/7/25 13:50,20.5,21.5,21.5,,18.3,,,66,82,2,2,22,762.9,0,0,,
10/7/25 14:00,20.6,21.5,21.5,,18.2,,,66,81,2.7,2.7,22,762.6,0,0,,
10/7/25 14:10,20.3,21.7,21.7,,18.4,,,66,82,2.5,2.5,22,762.4,0,0,,
10/7/25 14:20,20.9,21.7,21.7,,18.7,,,66,83,2.9,2.9,22,762.4,0,0,,
10/7/25 14:30,20.4,21.6,21.6,,18.3,,,65,82,5.4,5.4,22,762.3,0,0,,
10/7/25 14:40,20.4,21.8,21.8,,18.8,,,66,83,5.6,5.6,22,762.4,0,0,,
10/7/25 14:50,20.7,21.7,21.7,,18.8,,,65,84,5.4,5.4,22,762.4,0,0,,
10/7/25 15:00,20.3,21.6,21.6,,18.6,,,66,83,2.7,2.7,22,762.4,0,0,,
10/7/25 15:10,20.1,21.7,21.7,,18.7,,,66,83,1.8,1.8,22,762.5,0,0,,
10/7/25 15:20,20.5,21.7,21.7,,18.7,,,66,83,5.4,5.4,22,762.5,0,0,,
10/7/25 15:30,20.3,21.7,21.7,,18.8,,,66,84,3.1,2.7,0,762.5,0,0,,
10/7/25 15:40,20.4,21.7,21.7,,18.4,,,66,82,6,6,22,762.3,0,0,,
10/7/25 15:50,20.3,21.3,21.3,,19.2,,,66,88,10.3,9.4,22,762.3,0,0,,
10/7/25 16:00,20.1,19.9,19.9,,18.2,,,67,90,16.6,15.7,0,762.4,0,0,,
10/7/25 16:10,20.7,19.3,19.3,,17.7,,,66,91,15.7,13.9,22,762.5,0,0,,
10/7/25 16:20,20.8,18.9,18.9,,17.6,,,66,92,11,9.8,338,762.5,0,0,,
10/7/25 16:30,20.9,18.5,18.5,,17.3,,,65,92,14.5,11.9,338,762.7,0,0,,
10/7/25 16:40,20.9,18.3,18.3,,17,,,65,92,17,14.3,0,762.9,0,0,,
10/7/25 16:50,23.2,17.7,17.1,,16.2,,,68,91,10.3,9.6,0,762.9,0,0,,
10/7/25 17:00,22.8,17.2,16.1,,15.9,,,64,92,15.4,12.8,0,763,0,0,,
10/7/25 17:10,20.2,17,15.8,,15.3,,,63,90,15,13.9,22,763.3,0,0,,
10/7/25 17:20,21.7,16.6,16.1,,14.8,,,65,89,8.1,7.8,22,763.3,0,0,,
10/7/25 17:30,22.2,15.8,14.3,,13.8,,,64,88,12.5,11.9,0,763.8,0,0,,
10/7/25 17:40,21.9,15.2,14.2,,13.2,,,62,88,9.8,8.7,315,763.9,0,0,,
10/7/25 17:50,22,14.9,13.1,,12.5,,,61,86,19.9,18.8,0,763.9,0,0,,
10/7/25 18:00,22.3,14.5,12.2,,11.8,,,59,84,18.8,17.2,0,764.2,0,0,,
10/7/25 18:10,22.6,14.5,13.3,,12.2,,,57,86,9.8,8.7,0,764.4,0,0,,
10/7/25 18:20,23,14.5,13,,12.2,,,56,86,11.9,10.5,338,764.4,0,0,,
10/7/25 18:30,23.4,14.1,11.7,,10.9,,,54,81,19.7,18.6,0,764.5,0,0,,
10/7/25 18:40,23.5,14.3,13.3,,11.6,,,53,84,8.1,7.6,22,764.7,0,0,,
10/7/25 18:50,23.7,14.1,12.2,,11.6,,,53,85,12.5,11.2,22,764.7,0,0,,
10/7/25 19:00,23.8,13.9,11.9,,11.8,,,52,87,16.6,14.1,338,764.8,0,0,,
10/7/25 19:10,23.7,13.7,12,,11.6,,,52,87,11.9,11.2,0,765.1,0,0,,
10/7/25 19:20,23.5,13.4,10.9,,11.4,,,52,88,17.2,16.6,0,765.1,0,0,,
10/7/25 19:30,23.5,13.4,11.3,,11.7,,,52,89,15.4,14.1,22,765.3,0,0,,
10/7/25 19:40,23.4,13.6,12,,12,,,52,90,10.3,9.6,22,765.3,0,0,,
10/7/25 19:50,23.3,13.9,11.7,,12.3,,,53,90,15,14.5,22,765.3,0,0,,
10/7/25 20:00,22.8,13.9,12.2,,12.4,,,54,91,13.2,11.6,0,765.4,0,0,,
10/7/25 20:10,22.9,13.7,12.3,,11.6,,,54,87,10.3,8.5,338,765.4,0,0,,
10/7/25 20:20,22.8,13.7,12.9,,11.3,,,53,86,11.2,10.1,22,765.4,0,0,,
10/7/25 20:30,22.8,13.6,13.5,,11.2,,,53,86,4.7,4.3,0,765.7,0,0,,
10/7/25 20:40,22.8,13.3,13.3,,11.3,,,53,88,5.8,5.8,22,766,0,0,,
10/7/25 20:50,22.9,13.2,13.2,,11.5,,,53,89,1.8,1.8,315,766,0,0,,
10/7/25 21:00,22.7,13.2,12.3,,11.5,,,53,89,6,6,315,766,0,0,,
10/7/25 21:10,22.5,13.4,12.3,,11.3,,,53,87,7.6,7.4,315,765.8,0,0,,
10/7/25 21:20,22.4,13.7,13.2,,11.6,,,53,87,6.5,5.8,338,765.8,0,0,,
10/7/25 21:30,22.6,13.8,12.8,,11.4,,,53,86,10.3,9.2,315,766,0,0,,
10/7/25 21:40,22.4,13.9,12.9,,11.4,,,53,85,7.8,7.4,22,766,0,0,,
10/7/25 21:50,22.4,14,13.9,,11.6,,,53,86,4.3,3.8,338,766,0,0,,
10/7/25 22:00,22.4,14.1,13.6,,11.2,,,53,83,5.4,5.4,22,766.1,0,0,,
10/7/25 22:10,22.5,14.2,13.5,,11.7,,,53,85,7.2,6.9,338,766.2,0,0,,
10/7/25 22:20,22.3,14.3,14.1,,11.4,,,53,83,5.4,4.9,0,766.2,0,0,,
10/7/25 22:30,22.4,14.4,14.2,,11.7,,,53,84,4.9,4.5,315,766.3,0,0,,
10/7/25 22:40,22.6,14.4,14.4,,11.3,,,52,82,7.6,7.4,22,766.4,0,0,,
10/7/25 22:50,22.2,14.6,13.4,,11.5,,,53,82,6.9,6.7,22,766.4,0,0,,
10/7/25 23:00,22.2,14.8,14,,11.9,,,53,83,7.2,6.9,0,766.6,0,0,,
10/7/25 23:10,22.4,14.9,14.5,,11.6,,,52,81,5.6,5.6,315,766.6,0,0,,
10/7/25 23:20,22.3,14.8,14.8,,11.7,,,52,82,2.5,2.5,338,766.6,0,0,,
10/7/25 23:30,22.6,14.6,13.6,,11.3,,,52,81,7.6,7.6,338,766.6,0,0,,
10/7/25 23:40,22.4,14.4,14.1,,11.2,,,52,81,3.6,3.1,338,766.9,0,0,,
10/7/25 23:50,22.5,14.3,14,,10.8,,,51,80,7.2,6.9,22,766.9,0,0,,
10/8/25 0:00,22.6,14.3,13.3,,11.2,,,51,82,8.1,7.8,0,766.9,0,0,,
10/8/25 0:10,22.6,14.1,14.1,,11.6,,,51,85,4.5,4.3,22,767,0,0,,
10/8/25 0:20,22.4,13.9,13.3,,11.2,,,51,84,2.2,2.2,0,767,0,0,,
10/8/25 0:30,22.5,13.8,13.8,,11.3,,,51,85,2,2,22,767.1,0,0,,
10/8/25 0:40,22.7,13.8,13.8,,11.4,,,51,86,0,0,338,767.2,0,0,,
10/8/25 0:50,22.5,13.4,13.4,,11,,,51,86,0,0,0,767.2,0,0,,
10/8/25 1:00,22.6,13.3,13.3,,10.9,,,51,86,0,0,22,767.2,0,0,,
10/8/25 1:10,22.6,13.3,13.3,,10.9,,,51,86,2.7,2.7,338,767.2,0,0,,
10/8/25 1:20,22.5,13.3,13.3,,10.4,,,50,83,3.1,2.7,315,767.2,0,0,,
10/8/25 1:30,22.5,13.5,12.4,,10.4,,,50,81,4.9,4.5,0,767.3,0,0,,
10/8/25 1:40,22.7,13.7,13.7,,10.8,,,50,83,1.8,1.8,0,767.5,0,0,,
10/8/25 1:50,22.6,13.6,13.6,,10.5,,,49,82,1.3,1.3,338,767.5,0,0,,
10/8/25 2:00,22.4,13.6,13.6,,10.1,,,49,80,2.2,2.2,45,767.3,0,0,,
10/8/25 2:10,22.6,13.5,13.5,,10.1,,,49,80,3.1,2.7,338,767.5,0,0,,
10/8/25 2:20,22.7,13.6,13.6,,10,,,48,79,1.8,1.8,22,767.5,0,0,,
10/8/25 2:30,22.4,13.5,13.5,,10.5,,,48,82,0,0,22,767.7,0,0,,
10/8/25 2:40,22.7,13,13,,10.6,,,49,86,0,0,338,767.8,0,0,,
10/8/25 2:50,22.6,12.4,12.4,,10.1,,,49,86,0,0,45,767.8,0,0,,
10/8/25 3:00,22.5,12.1,12.1,,9.8,,,49,86,1.6,1.6,45,767.8,0,0,,
10/8/25 3:10,22.8,12,12,,9.7,,,48,86,1.1,1.1,22,767.8,0,0,,
10/8/25 3:20,22.6,11.8,11.8,,9.5,,,48,86,0,0,45,767.8,0,0,,
10/8/25 3:30,22.6,11.5,11.5,,9.5,,,48,87,0,0,22,767.8,0,0,,
10/8/25 3:40,22.8,11.6,11.6,,9.5,,,47,87,0,0,22,767.9,0,0,,
10/8/25 3:50,22.6,11.4,11.4,,9.3,,,47,87,0,0,22,767.9,0,0,,
10/8/25 4:00,22.6,11.3,11.3,,9.3,,,47,88,1.1,1.1,248,767.8,0,0,,
10/8/25 4:10,22.8,11.2,11.2,,9.5,,,47,89,2.2,2.2,248,768,0,0,,
10/8/25 4:20,22.4,11.1,11.1,,9.4,,,47,89,0,0,248,768,0,0,,
10/8/25 4:30,22.6,11.3,11.3,,9.3,,,47,88,1.8,1.8,338,768.1,0,0,,
10/8/25 4:40,22.8,11.4,11.4,,9.7,,,47,89,1.8,1.8,270,768.1,0,0,,
10/8/25 4:50,22.6,11.3,11.3,,9.6,,,48,89,0,0,158,768.1,0,0,,
10/8/25 5:00,22.7,11.5,11.5,,9.9,,,48,89,0,0,315,768.4,0,0,,
